Date,Portfolio_Value,Daily_Return
2023-10-02,0.9803502177887131,0.0
2023-10-03,1.0078942922092198,0.028096157802295796
2023-10-04,1.0242917090803498,0.016268984751554028
2023-10-05,1.054434521647347,0.029427957192058596
2023-10-06,1.046816438641504,-0.007224804242885741
2023-10-09,1.0505349757876261,0.0035522341920306566
2023-10-10,1.042125206880093,-0.008005225053290599
2023-10-11,1.0186621655528245,-0.02251460877480549
2023-10-12,0.9927161907724936,-0.02547063752608314
2023-10-13,0.9603934696340978,-0.03255988110080443
2023-10-16,0.9259575445074543,-0.03585605922514579
2023-10-17,0.906766667901829,-0.020725439000373935
2023-10-18,0.8635402994830469,-0.04767088375535877
2023-10-19,0.8204101158946898,-0.04994576815254215
2023-10-20,0.8126305368619391,-0.009482548888694264
2023-10-23,0.7923877417721463,-0.024910207248625582
2023-10-24,0.7857315145639605,-0.008400214765184821
2023-10-25,0.8003093494958161,0.018553201267414554
2023-10-26,0.8321214769768357,0.03974978862993517
2023-10-27,0.8926692975522427,0.07276319894468064
2023-10-30,0.9446817176204274,0.058266168905781957
2023-10-31,1.0137615909975433,0.0731250241098369
2023-11-01,1.0869247963764814,0.07217003093098584
2023-11-02,1.1356682913665803,0.04484532430633359
2023-11-03,1.154741426725622,0.016794635814028513
2023-11-06,1.1621634494107793,0.0064274325951942934
2023-11-07,1.1983832852781011,0.031165870760851533
2023-11-08,1.2545751316207374,0.04688971135774489
2023-11-09,1.307745994298319,0.04238156913639135
2023-11-10,1.3584528426856735,0.03877423338204267
2023-11-13,1.431488963179965,0.05376419276351063
2023-11-14,1.4464389739207812,0.010443678662813927
2023-11-15,1.4632961646238083,0.011654270250567977
2023-11-16,1.487976643732828,0.016866359460024016
2023-11-17,1.5152780654147757,0.018348017623084356
2023-11-20,1.5255013533474464,0.006746806520869342
2023-11-21,1.5452804574716408,0.012965641807391792
2023-11-22,1.5643768394528854,0.012357874513271083
2023-11-24,1.546787000369234,-0.011243990987365282
2023-11-27,1.5506412956058055,0.002491807363038001
2023-11-28,1.5693475782529045,0.012063578275716358
2023-11-29,1.5494311896645214,-0.012690871585347097
2023-11-30,1.5496417310229726,0.00013588300006839305
2023-12-01,1.552211765475173,0.001658470084245689
2023-12-04,1.597115406471488,0.02892881112943302
2023-12-05,1.6550262842811734,0.03625967013719311
2023-12-06,1.7334553855440218,0.04738843244227531
2023-12-07,1.8511307380349975,0.06788484634350422
2023-12-08,1.9953959930428373,0.07793358515616222
2023-12-11,2.0795289352358437,0.04216353169313014
2023-12-12,2.245702766888201,0.07990936256605208
2023-12-13,2.298752147898491,0.023622619071623108
2023-12-14,2.331683467456914,0.014325737373874103
2023-12-15,2.346919899912715,0.006534520087505324
2023-12-18,2.36271664551131,0.00673084138882718
2023-12-19,2.3593002214543923,-0.0014459728226015045
2023-12-20,2.4130350850307876,0.022775763375832758
2023-12-21,2.407387440497909,-0.002340473442725033
2023-12-22,2.345475584633474,-0.025717445735128575
2023-12-26,2.2105566666212515,-0.05752305370226496
2023-12-27,2.051569107968491,-0.07192195570166804
2023-12-28,1.9616344894329119,-0.04383699198153468
2023-12-29,1.8941490332171458,-0.034402666031466134
2024-01-02,1.8526094033679052,-0.021930497083794354
2024-01-03,1.8776664474004656,0.013525270889270358
2024-01-04,1.9540931637761483,0.040703031404481615
2024-01-05,1.9794925657808202,0.012998050694568386
2024-01-08,1.949298416591608,-0.01525347945790434
2024-01-09,1.9057967906856974,-0.02231655529786669
2024-01-10,1.9016823966329908,-0.0021588839234146784
2024-01-11,1.8928171354580283,-0.0046617990420791955
2024-01-12,1.9191590599475323,0.013916782554448837
2024-01-16,1.9809996551985882,0.03222275659253926
2024-01-17,2.069609724012166,0.0447299768988072
2024-01-18,2.128057459844116,0.028240945698033704
2024-01-19,2.1438360828371654,0.007414566237419651
2024-01-22,2.18643510897546,0.01987046793331282
2024-01-23,2.212975135197156,0.01213849252271304
2024-01-24,2.1592768501931934,-0.024265200340436
2024-01-25,2.123941295125574,-0.016364531979517927
2024-01-26,2.1097367602491772,-0.006687818966087278
2024-01-29,2.0636567653861166,-0.02184158504097833
2024-01-30,2.0588212846359815,-0.002343161339250388
2024-01-31,2.120747067514812,0.030078270193218737
2024-02-01,2.1379555519567504,0.00811435022381235
2024-02-02,2.143833795203719,0.0027494693430780703
2024-02-05,2.198976712557429,0.02572163825249807
2024-02-06,2.204084395741508,0.002322754558932383
2024-02-07,2.2443888827032104,0.018286272086302402
2024-02-08,2.2895105241758946,0.020104199330348793
2024-02-09,2.2607127120075483,-0.012578152344904447
2024-02-12,2.2168670562488404,-0.019394616364045825
2024-02-13,2.2029337344986133,-0.006285140875251116
2024-02-14,2.1925234208218067,-0.0047256590217753525
2024-02-15,2.1502208776201748,-0.019293998321703643
2024-02-16,2.1502716104642534,2.3594247738234486e-05
2024-02-20,2.225082982546637,0.034791591777669106
2024-02-21,2.306117402482873,0.0364186057652065
2024-02-22,2.3310755603336246,0.010822587706888154
2024-02-23,2.356725115355177,0.011003313430938855
2024-02-26,2.4314720752091215,0.03171645236304088
2024-02-27,2.3608795781987806,-0.02903282243299854
2024-02-28,2.324138831836838,-0.015562312750391771
2024-02-29,2.5437205173844815,0.0944787301600658
2024-03-01,2.535069295557704,-0.003401011143972954
2024-03-04,2.5089462176718365,-0.010304680006832156
2024-03-05,2.5958703923635325,0.034645690720447986
2024-03-06,2.627793325272094,0.012297583501268639
2024-03-07,2.5335261084969396,-0.03587314720247026
2024-03-08,2.491273896648282,-0.016677235615197405
2024-03-11,2.462030532757039,-0.011738317465047277
2024-03-12,2.369557710541353,-0.03755957571823165
2024-03-13,2.3471459806511557,-0.009458191201883404
2024-03-14,2.339628620601839,-0.003202766300556714
2024-03-15,2.3642743623999385,0.01053404013828474
2024-03-18,2.415952280873567,0.021857834816248145
2024-03-19,2.4445329884201312,0.011829996715096547
2024-03-20,2.4150709295259087,-0.012052223894619352
2024-03-21,2.403252855741165,-0.004893468610076557
2024-03-22,2.399742732404596,-0.0014605717946756247
2024-03-25,2.4059822842354954,0.0026000919792961152
2024-03-26,2.409877663189288,0.0016190389178325493
2024-03-27,2.3428662488046608,-0.027806977677009126
2024-03-28,2.327666029313754,-0.006487873346872508
2024-04-01,2.291301556498679,-0.015622719220504289
2024-04-02,2.3067840957037204,0.006757093653224855
2024-04-03,2.2636487014051294,-0.018699363490033094
2024-04-04,2.289102684997592,0.011244670419337854
2024-04-05,2.2704228823649313,-0.008160316597016548
2024-04-08,2.2192819069985585,-0.022524867840084006
2024-04-09,2.1038372951241073,-0.052018903732055755
2024-04-10,2.0086407380599107,-0.04524901107363477
2024-04-11,1.909489380362295,-0.04936241499979899
2024-04-12,1.7799877016470536,-0.0678200570514147
2024-04-15,1.7374335420461782,-0.023906996414356896
2024-04-16,1.7307930416102661,-0.0038220169435035922
2024-04-17,1.7419926775922976,0.006470811768235274
2024-04-18,1.7634128827299542,0.012296380698489928
2024-04-19,1.8287029132354724,0.03702481202498764
2024-04-22,1.898533344384786,0.038185771261098234
2024-04-23,1.8951503161418954,-0.0017819166847379275
2024-04-24,1.876164557682976,-0.010018075240369462
2024-04-25,1.8601228958245943,-0.008550242457512791
2024-04-26,1.9127217477327947,0.02827708428634934
2024-04-29,1.9289396865085178,0.00847898487845744
2024-04-30,2.0134411761226976,0.043807222281341485
2024-05-01,2.1379066026507663,0.06181726489161843
2024-05-02,2.1001207117258427,-0.017674247732839765
2024-05-03,2.083747311417562,-0.007796409138227656
2024-05-06,2.0667773023092555,-0.008143986084743648
2024-05-07,2.086173090318553,0.009384556327199034
2024-05-08,2.163141408435204,0.03689450241393821
2024-05-09,2.224727055035547,0.028470467238151276
2024-05-10,2.3031897629736457,0.035268464848531744
2024-05-13,2.328507885896296,0.010992634358517606
2024-05-14,2.3537550645501453,0.010842642538069436
2024-05-15,2.400169174981195,0.01971917602221729
2024-05-16,2.4132920020551105,0.005467459215252379
2024-05-17,2.3737016218242237,-0.016405134644780883
2024-05-20,2.3842426854376018,0.00444077027898615
2024-05-21,2.3916557738613364,0.0031092004471742207
2024-05-22,2.403731124600084,0.005048950133510255
2024-05-23,2.318402774190017,-0.03549829244078351
2024-05-24,2.274194405019215,-0.01906845939927193
2024-05-28,2.2014243910067393,-0.031998150136976045
2024-05-29,2.0795184244969227,-0.05537594977498517
2024-05-30,2.0945855836089953,0.007245504023710492
2024-05-31,2.1027691989097956,0.003907033145286842
2024-06-03,2.1450900929832883,0.02012626687485941
2024-06-04,2.243995368575143,0.04610774900102288
2024-06-05,2.293804613983231,0.022196679238119632
2024-06-06,2.3548567373976077,0.026616095827080244
2024-06-07,2.3430983257491222,-0.0049932598708658515
2024-06-10,2.34603276452887,0.0012523754327764536
2024-06-11,2.289578483566822,-0.024063722304144997
2024-06-12,2.4838355107580026,0.0848440132476076
2024-06-13,2.447905463634594,-0.01446555014121842
2024-06-14,2.4310279830344776,-0.0068946619266321285
2024-06-17,2.479532954136282,0.01995245280610014
2024-06-18,2.424936223100732,-0.02201895762041528
2024-06-20,2.472603456226103,0.019657107956604136
2024-06-21,2.4823857271143916,0.003956263534153237
2024-06-24,2.515178211669353,0.013210068119864804
2024-06-25,2.5550585466074045,0.015855868484000002
2024-06-26,2.607522604631835,0.020533407382814062
2024-06-27,2.662619431482665,0.02112995176070931
2024-06-28,2.6908829677282866,0.010614936521319951
